source_id,source_name,author,title,description,url,url_to_image,published_at,content,top_article,engagement_reaction_count,engagement_comment_count,engagement_share_count,engagement_comment_plugin_count
abc-news,ABC News,The Associated Press,UK government confirms Parliament will be suspended Monday until Oct. 14.,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",https://abcnews.go.com/International/wireStory/uk-government-confirms-parliament-suspended-monday-oct-14-65479935,,2019-09-09T10:38:24Z,UK government confirms Parliament will be suspended Monday until Oct. 14.,0.0,0.0,0.0,3.0,0.0
al-jazeera-english,Al Jazeera English,Al Jazeera,Taiwan warns Solomon Islands of China 'debt trap',China offering more economic aid to Solomon Islands in exchange for switching diplomatic ties from Taipei to Beijing.,https://www.aljazeera.com/news/2019/09/taiwan-warns-solomon-islands-china-debt-trap-190906035800573.html,https://www.aljazeera.com/mritems/Images/2019/9/6/7bf37ba2d33e4f1c9afdd71f70e769d8_18.jpg,2019-09-06T04:54:43Z,"Taiwan has warned the Solomon Islands that switching diplomatic ties to China could put the country at risk of falling into a debt trap.
The Pacific island nation has indicated that it plans to sever ties with Taipei and align itself with Beijing.
""China's … [+2796 chars]",0.0,22.0,5.0,19.0,0.0
the-irish-times,The Irish Times,The Irish Times,Huawei takes on Apple’s new iPhone 11 with Mate 30 range,But uncertainty remains over whether phones will be able to access Google services,https://www.irishtimes.com/business/technology/huawei-takes-on-apple-s-new-iphone-11-with-mate-30-range-1.4023796,https://www.irishtimes.com/image-creator/?id=1.4023795&origw=1440,2019-09-19T13:30:31Z,"Huawei launched its Mate 30 smartphone range on Thursday in a challenge to Apples new iPhone 11, saying the Chinese firms new devices were more compact, their cameras superior and wraparound screens brighter.
Huaweis top salesman Richard Yu showcased the Mat… [+2967 chars]",0.0,0.0,0.0,0.0,0.0
the-new-york-times,The New York Times,Sheryl Gay Stolberg,"Pelosi and Schumer, in Push for Gun Safety Legislation, Urge Trump to Defy N.R.A.","In a letter, the top two Democrats in Congress called on the president to expand background checks to nearly all gun buyers.",https://www.nytimes.com/2019/09/09/us/politics/schumer-pelosi-trump-gun-control-letter.html,https://static01.nyt.com/images/2019/09/08/us/08DC-GUNS/08DC-GUNS-facebookJumbo.jpg,2019-09-09T04:04:27Z,"Yet some Republicans, especially in states where there have been mass shootings, are also calling for gun safety legislation. In Texas, where there were multiple deadly shootings in August, Lt. Gov. Dan Patrick, a staunch proponent of gun rights, called on Fr… [+1878 chars]",0.0,765.0,265.0,83.0,0.0
al-jazeera-english,Al Jazeera English,Patty Culhane,Trump's secret Israeli-Palestinian peace deal in doubt,"Analysts say the resignation of Jason Greenblatt, a former Trump company lawyer and the man who was leading the effort, is a bad sign.",https://www.aljazeera.com/news/2019/09/trumps-secret-israeli-palestinian-peace-deal-doubt-190915105318278.html,https://www.aljazeera.com/mritems/images/2019/9/15/665003303001_6086373410001_6086379561001-th.jpg,2019-09-15T10:53:18Z,"The White House says it will unveil its plan to end the Israeli-Palestinian conflict after Tuesday's vote.
It has been in the pipeline for more than two years.
But now that the man leading that mission has quit, many are asking if the blueprint will ever be… [+46 chars]",0.0,1.0,0.0,17.0,0.0
reuters,Reuters,Reuters Editorial,Parisians dine on calf's head in tribute to Chirac,"Some queued outside the Elysee Palace under lead-grey skies to pay tribute to Jacques Chirac who died on Thursday. Others flocked to bistrot Le Pere Claude for one of the former French president's favorite dishes: ""tete de veau"" or calf's head.",https://www.reuters.com/article/us-france-chirac-food-idUSKBN1WC21D,https://s3.reutersmedia.net/resources/r/?m=02&d=20190927&t=2&i=1434614383&w=1200&r=LYNXMPEF8Q1HO,2019-09-27T17:29:41Z,PARIS (Reuters) - Some queued outside the Elysee Palace under lead-grey skies to pay tribute to Jacques Chirac who died on Thursday. Others flocked to bistrot Le Pere Claude for one of the former French president’s favorite dishes: “tete de veau” or calf’s he… [+1391 chars],0.0,0.0,0.0,5.0,0.0
reuters,Reuters,Douglas Busvine,Germany pumps 650 million euros into IBM quantum computing alliance,IBM is joining forces with a German research institute to explore the potential of quantum computing in a project that the government in Berlin will back to the tune of 650 million euros ($717 million) over two years.,https://www.reuters.com/article/us-ibm-germany-idUSKCN1VV20A,https://s4.reutersmedia.net/resources/r/?m=02&d=20190910&t=2&i=1428365768&w=1200&r=LYNXNPEF891FW,2019-09-10T15:38:21Z,"FRANKFURT (Reuters) - IBM is joining forces with a German research institute to explore the potential of quantum computing in a project that the government in Berlin will back to the tune of 650 million euros ($717 million) over two years. 
The German govern… [+2307 chars]",0.0,5.0,0.0,2950.0,0.0
cnn,CNN,"Ashley Strickland, CNN",This is what mysterious ancient humans might have looked like,"We know that mysterious ancient humans called Denisovans once lived alongside Neanderthals, thanks to a few bones and teeth recovered from a cave in Siberia. Now, for the first time, researchers have shared what they might have looked like.",https://www.cnn.com/2019/09/19/world/denisovan-first-look-scn/index.html,https://cdn.cnn.com/cnnnext/dam/assets/190919094318-02-juvenile-female-denisovan-super-tease.jpg,2019-09-19T15:01:00Z,"(CNN)We know that mysterious ancient humans called Denisovans once lived alongside Neanderthals, thanks to a few bones and teeth recovered from a cave in Siberia. Now, for the first time, researchers have shared what they might have looked like. 
The previou… [+3502 chars]",0.0,38.0,6.0,115.0,0.0
abc-news,ABC News,Jennifer Fickley-Baker,Disney Doodle: Dr. Facilier Makes ‘Friends on the Other Side’ at The Haunted Mansion,"In today’s Disney Doodle, artist Ashley Taylor imagines what Dr. Facilier from “The Princess and the Frog” would do if he had the chance to visit Magic Kingdom Park.",https://disneyparks.disney.go.com/blog/2019/09/disney-doodle-dr-facilier-makes-friends-on-the-other-side-at-the-haunted-mansion/,https://cdn1.parksmedia.wdprapps.disney.com/media/blog/wp-content/uploads/2019/09/lrhjfgwuy4g5ih6.jpg,2019-09-05T13:00:19Z,"In todays Disney Doodle, artist Ashley Taylor imagines what Dr. Facilier from The Princess and the Frog would do if he had the chance to visit Magic Kingdom Park.
In the film, Dr. Facilier is smooth-talking witch doctor who relies on his friends on the other… [+358 chars]",0.0,381.0,24.0,38.0,0.0
the-irish-times,The Irish Times,Andrew Pulver,Kristen Stewart: I was told to tone down my sexuality to land Marvel roles,The Twilight actor says she was advised to stop holding her girlfriend’s hand in public,https://www.irishtimes.com/culture/film/kristen-stewart-i-was-told-to-tone-down-my-sexuality-to-land-marvel-roles-1.4006379,https://www.irishtimes.com/image-creator/?id=1.4006376&origw=1200,2019-09-03T12:58:03Z,"Kristen Stewart was told to stop holding her girlfriends hand in public if she wanted to win mainstream movie roles, the actor has said.
In a new interview with Harpers Bazaar, Stewart said that, before she became an established star, she had fully been told… [+1433 chars]",0.0,0.0,0.0,0.0,0.0
bbc-news,BBC News,https://www.facebook.com/bbcnews,Netanyahu pledges to annex occupied Jordan Valley,Israeli PM Netanyahu makes controversial pledge to annex Jordan Valley in occupied West Bank if re-elected next week,https://www.bbc.co.uk/news/world-middle-east-49655226,https://ichef.bbci.co.uk/news/1024/branded_news/7A23/production/_97176213_breaking_news_bigger.png,2019-09-10T15:49:47Z,"Israeli PM Netanyahu makes controversial pledge to annex Jordan Valley in occupied West Bank if re-elected next week
This breaking news story is being updated and more details will be published shortly. Please refresh the page for the fullest version.
You c… [+141 chars]",0.0,968.0,297.0,1081.0,0.0
business-insider,Business Insider,Antonio Villas-Boas,"A new video leak supposedly reveals the design of Google's new Pixel 4 phone from every angle (GOOG, GOOGL)","A video supposedly showing off Google's upcoming Pixel 4 smartphone was posted to Facebook by a Malaysian tech store. The video aligns with much of Google's own Pixel 4 teases, including its large top ""forehead"" bezel and the camera system's design. The Pixel…",https://www.businessinsider.com/google-pixel-4-video-leaks-design-from-every-angle-2019-9,https://amp.businessinsider.com/images/5d712d842e22af5d72225afa-1136-568.jpg,2019-09-05T16:56:59Z,"A video supposedly showing off Google's upcoming Pixel 4 XL smartphone was posted to Facebook by Malaysian tech store Halo Mobile, as first spotted by tech leaks and rumors site Slashleaks. 
 The leak suggests Google ditched the gargantuan notch from the Pix… [+2074 chars]",0.0,0.0,0.0,0.0,0.0
cnn,CNN,,"Avlon: Trump made more than 12,000 false claims in office","CNN's John Avlon says President Trump has made more than 12,000 false or misleading claims while in serving in office and 58 false claims in the last week alone.",https://www.cnn.com/videos/politics/2019/10/03/trump-stable-genius-reality-check-avlon-newday-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/191003083010-avlon-trump-stable-genius-reality-check-super-tease.jpg,2019-10-03T12:49:12Z,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,0.0,3.0,1.0,31.0,0.0
business-insider,Business Insider,Ellen Cranley,The world's largest oil plant in Saudi Arabia was attacked by 10 explosive drones ahead Aramco's plans for the biggest IPO ever,"Two major Saudi oil refineries were set ablaze after a drone strike that was reportedly orchestrated by Yemen's Houthi rebel group. The extent of the damage was unclear, which could be critical to the state-owned oil giant Saudi Aramco's plans for what could …",https://www.businessinsider.com/saudi-arabia-oil-aramco-drone-strike-2019-9,https://amp.businessinsider.com/images/5d7cfad62e22af2c4a675956-1920-960.jpg,2019-09-14T15:05:40Z,"Yemen's Houthi rebel group claimed responsibility for two major Saudi oil refineries that were set ablaze after an apparent drone strike. 
 Interior ministry spokesman Mansour al-Turki reportedly confirmed that there were no casualties, but the extent of the… [+1991 chars]",1.0,2288.0,500.0,1301.0,0.0
bbc-news,BBC News,https://www.facebook.com/bbcnews,DR Congo ex-health minister arrested over Ebola funds,Oly Ilunga denies the accusation that he mismanaged money meant for the fight against Ebola.,https://www.bbc.co.uk/news/world-africa-49702705,https://ichef.bbci.co.uk/news/1024/branded_news/A859/production/_107979034_7a72f48e-b642-4773-9172-2ce7f6b2b165.jpg,2019-09-14T17:01:15Z,"Image copyrightAFP/Getty ImagesImage caption
 Oly Ilunga denies the accusation that he mismanaged funds meant to be used to fight the Ebola epidemic
Police in the Democratic Republic of Congo have arrested a former health minister for allegedly mismanaging … [+1493 chars]",0.0,0.0,0.0,4.0,0.0
the-new-york-times,The New York Times,Amah-Rose Abrams,Frieze London Shows the Art World Has Cottoned On to Weaving,A special “Woven” section at the fair celebrates an art form that was long undervalued as a result of sexism and snobbery.,https://www.nytimes.com/2019/10/03/arts/frieze-london-woven.html,https://static01.nyt.com/images/2019/10/03/arts/03weaving3/03weaving3-facebookJumbo.jpg,2019-10-03T16:15:34Z,"The initial idea was to respond to the current situation in the U.K. and how that is interwoven with its colonial legacy, said the curator of Woven, Cosmin Costinas. The use of textiles is at the core of art history here and all over the world, but it has als… [+1102 chars]",0.0,8.0,4.0,20.0,0.0
newsweek,Newsweek,Kelly Wynne,Where Is Hannah Brown Now? Former Bachelorette Doesn't Regret Experience After Breakup,"""Sometimes I question why things happened the way they happened, but there's so much good that came out of the experience.""",https://www.newsweek.com/hannah-brown-talks-about-love-dating-1458519,https://d.newsweek.com/en/full/1526335/hannah-brown.jpg,2019-09-10T16:25:46Z,Hannah Brown doesn't regret her time as Bachelorette even though it ended in a broken engagement. The Alabama pageant queen spoke about her failed relationship during an Instagram question and answer session Monday. She explained the show happened for a reaso… [+2221 chars],0.0,0.0,0.0,0.0,0.0
cbs-news,CBS News,CBS News,Some Florida coastal residents refuse to leave homes ahead of Hurricane Dorian,"More than four million people on Florida's Atlantic coast are under mandatory orders to evacuate. But the reality is that many of them will stay put, despite Dorian’s threat. That worries emergency responders, who have no way of enforcing the orders. Mark Str…",https://www.cbsnews.com/video/some-florida-coastal-residents-refuse-to-leave-homes-ahead-of-hurricane-dorian/,https://cbsnews3.cbsistatic.com/hub/i/r/2019/09/03/b630ab27-40e1-4da0-88d5-393ee44e4045/thumbnail/1200x630/aa6482e95a48ade8cfb28c8472ca1565/0903-ctm-flevacuations-strassmann-1925426-640x360.jpg,2019-09-03T11:35:31Z,,0.0,10.0,3.0,6.0,0.0
bbc-news,BBC News,BBC News,Sarah Palin's husband 'files for divorce',"The ex-Alaska governor and her husband found it ""impossible to live together"", court documents show.",http://www.bbc.co.uk/news/world-us-canada-49645950,https://ichef.bbci.co.uk/news/1024/branded_news/1732F/production/_108732059_012648792-1.jpg,2019-09-10T08:46:33Z,"Image copyrightReutersImage caption
 The Palins married in 1988
The husband of former US vice-presidential candidate, Sarah Palin, is reported to have filed for divorce, according to US media.
Papers filed in Anchorage, Alaska, on Friday identified the cou… [+1354 chars]",1.0,0.0,0.0,0.0,0.0
bbc-news,BBC News,,Camanachd Cup final abandoned due to bad weather,Shinty's Camanachd Cup final between Newtonmore and Oban Camanachd is abandoned in Fort William due to poor weather conditions.,https://www.bbc.co.uk/sport/scotland/49702383,https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/13590/production/_97584297_breaking_news.png,2019-09-14T14:34:01Z,"The Camanached Cup final between Newtonmore and Oban Camanchd has been abandoned due to poor conditions.
The game was played in treacherous weather in Fort William before referee Robert Baxter halted the game at the start of the second half with the game sit… [+74 chars]",0.0,7.0,1.0,12.0,0.0
abc-news,ABC News,The Associated Press,Syrian man suspected of IS beheading charged in Hungary,"Hungarian prosecutors say they have charged a Syrian man suspected of belonging to the Islamic State group with committing acts of terror, murder and crimes against humanity in his homeland",https://abcnews.go.com/International/wireStory/syrian-man-suspected-beheading-charged-hungary-65357731,,2019-09-03T14:41:41Z,"Hungarian prosecutors say they have charged a Syrian man suspected of belonging to the Islamic State group with committing acts of terror, murder and crimes against humanity in his homeland in May 2015.
Prosecutors said Tuesday that the 27-year old man ident… [+526 chars]",0.0,0.0,0.0,3.0,0.0
bbc-news,BBC News,https://www.facebook.com/bbcnews,William Charlton jailed for stirring up racial hatred in Sunderland,"William Charlton, 55, called immigrants ""monsters"" and ""rapists"" in speeches to growing crowds.",https://www.bbc.co.uk/news/uk-england-tyne-49853039,https://ichef.bbci.co.uk/images/ic/1024x576/p07pdfn3.jpg,2019-09-27T12:06:34Z,"Media captionWilliam Charlton argues with police during an arrest interview
A man convicted of stirring up racial hatred at a series of rallies has been jailed for 21 months.
William Charlton, 55, described immigrants as ""monsters"" in a string of speeches w… [+1548 chars]",0.0,151.0,108.0,38.0,0.0
the-irish-times,The Irish Times,The Irish Times,Kevin Hart car crash: Actor ‘is awake’ and ‘going to be just fine’,"Justin Bieber, David Beckham and Dwayne Johnson send messages of support",https://www.irishtimes.com/culture/film/kevin-hart-car-crash-actor-is-awake-and-going-to-be-just-fine-1.4006190,https://www.irishtimes.com/image-creator/?id=1.4006188&origw=1200,2019-09-03T08:44:43Z,"The actor and comedian Kevin Hart, who has been in hospital since he was injured in a car crash on Sunday, is awake and going to be just fine, according to his wife, Eniko.
The singer Justin Bieber and the actor Chadwick Boseman have joined Dwayne Johnson, D… [+1817 chars]",0.0,0.0,0.0,1.0,0.0
the-new-york-times,The New York Times,Andrea Salcedo,She Was Raped by a Classmate. She Still Had to Go to School With Him.,"The case jolted a working-class town, prompting a walkout by students and a debate over whether school officials are equipped to address sexual assault.",https://www.nytimes.com/2019/10/03/nyregion/niagara-wheatfield-rape.html,https://static01.nyt.com/images/2019/09/26/nyregion/00niagara1/00niagara1-facebookJumbo.jpg,2019-10-03T16:39:01Z,"Even after Mr. Dowdy pleaded guilty to third-degree rape in May, he was allowed to remain in school and assured that he could attend prom and graduation, Taylors mother said. 
It took a week from when he entered his plea, after the school district had come u… [+940 chars]",0.0,74.0,14.0,64.0,0.0
abc-news,ABC News,The Associated Press,'Only animals can live here': Storm victims await evacuation,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",https://abcnews.go.com/International/wireStory/animals-live-storm-victims-await-evacuation-65447299,https://s.abcnews.com/images/Lifestyle/WireAP_ee5197030e7d43f2a954269d150c93bf_16x9_992.jpg,2019-09-07T04:07:58Z,"Carrying their meager possessions in duffel bags and shopping carts, hundreds of desperate storm victims gathered at the port in Grand Abaco on Friday in hopes of getting off the hurricane-devastated island, amid signs of rising frustration over the pace of t… [+3569 chars]",0.0,0.0,0.0,7.0,0.0
the-irish-times,The Irish Times,The Irish Times,London police looking for cyclist who headbutted pedestrian,Video shows man incident in City of London which left 57-year-old needing stitches,https://www.irishtimes.com/news/world/uk/london-police-looking-for-cyclist-who-headbutted-pedestrian-1.4013915,https://www.irishtimes.com/image-creator/?id=1.4013914&origw=1440,2019-09-10T15:21:40Z,"Police are trying to find a cyclist who headbutted a City of London worker to the ground after a near-miss on a pedestrian crossing.
The cyclist ran a red light in Farringdon Street in the City of London at around 1.45pm on August 22nd, narrowly avoiding hit… [+861 chars]",0.0,0.0,0.0,2.0,0.0
reuters,Reuters,Jeffrey Heller,"Israel's Netanyahu sharpens focus on settlements, two days before ballot","Israeli Prime Minister Benjamin Netanyahu stepped up a bid for far-right votes two days before a closely-contested election, convening his cabinet in the occupied West Bank and having it approve legal status for an unauthorized outpost.",https://ca.reuters.com/article/topNews/idCAKBN1W00HZ-OCATP,https://s3.reutersmedia.net/resources/r/?m=02&d=20190915&t=2&i=1430132050&w=1200&r=LYNXMPEF8E0GM-OCATP,2019-09-15T14:48:01Z,"JERUSALEM (Reuters) - Israeli Prime Minister Benjamin Netanyahu stepped up a bid for far-right votes two days before a closely-contested election, convening his cabinet in the occupied West Bank and having it approve legal status for an unauthorized outpost. … [+2487 chars]",0.0,0.0,0.0,0.0,0.0
the-irish-times,The Irish Times,Joe Brennan,Bank of Ireland extends UK Post Office partnership,"Partnership will continue to focus on providing branded range of savings, mortgages and personal loans",https://www.irishtimes.com/business/bank-of-ireland-extends-uk-post-office-partnership-1.4032757,https://www.irishtimes.com/image-creator/?id=1.4032756&origw=1440,2019-09-27T15:33:01Z,"Bank of Ireland said on Friday it has extended its financial services joint venture with the UK Post Office, which was formed in 2003, to at least the end of 2026. 
The partnership will continue to focus on providing a Post Office branded range of savings, m… [+1914 chars]",0.0,0.0,0.0,0.0,0.0
the-new-york-times,The New York Times,Priya Krishna,A Fresh Face at an Old Standard: Gotham Bar and Grill,"Victoria Blamey, its new chef, is giving the American menu a more international feel, and lightening up the look.",https://www.nytimes.com/2019/09/03/dining/gotham-bar-and-grill-victoria-blamey.html,https://static01.nyt.com/images/2019/09/04/dining/03Preview-Blam1/merlin_159747417_8c809da8-2ef7-48e8-b325-b817bda085ba-facebookJumbo.jpg,2019-09-03T16:44:57Z,"Her approach is more innovative and multicultural. There will be yellowtail crudo paired with a purée of smoked avocado, fish sauce, cilantro and milk, and Wagyu beef glazed with a veal jus blended with tomato water, coriander seed, glucose and lovage. There … [+1078 chars]",0.0,1.0,0.0,4.0,0.0
reuters,Reuters,Reuters Editorial,UPDATE 3-Afghanistan in Bangladesh 2019 Scoreboard,"Sep  7 (OPTA) - Scoreboard at stumps on the third day of only test between Bangladesh and Afghanistan on Saturday at Chittagong, Bangladesh

Afghanistan lead Bangladesh by 374 runs with 2 wickets remaining

 Afghanistan  1st innings
 Ibrahim Zadran        c M…",https://uk.reuters.com/article/cricket-test-scoreboard-idUKMTZXEF95CVY8RT,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-09-07T10:50:10Z,,0.0,0.0,0.0,1.0,0.0
business-insider,Business Insider,Allana Akhtar,The 25 small US companies with the best work-life balance,"Job-listing site Comparably just released its annual ranking of the 25 small businesses where employees have the best work-life balance. California-based businesses dominated the rankings, with companies in cities like San Francisco, Los Angeles, and Mountain…",https://www.businessinsider.com/small-companies-where-employees-have-the-best-work-life-balance-comparably,https://image.businessinsider.com/5d95ff6a62f8d81f6d40e4bc?width=1200&format=jpeg,2019-10-03T15:00:28Z,"Due to the tight labor market, more small companies are offering perks like flexible work schedules to hire top talent.
Some small companies do a better job with their perks than others: job-listing site Comparably released its annual ranking of the 25 compa… [+844 chars]",0.0,12.0,0.0,13.0,0.0
reuters,Reuters,Reuters Editorial,Novartis CEO pledges to speed data integrity disclosures,"Novartis Chief Executive Vas Narasimhan promised to inform U.S. regulators quickly if credible questions emerge internally over data integrity, he told investors on Monday, following data manipulation allegations involving the Swiss drugmaker's $2.1 million g…",https://www.reuters.com/article/us-novartis-gene-therapy-idUSKCN1VU1BK,https://s4.reutersmedia.net/resources/r/?m=02&d=20190909&t=2&i=1427944586&w=1200&r=LYNXNPEF8814W,2019-09-09T12:27:18Z,"ZURICH (Reuters) - Novartis (NOVN.S) Chief Executive Vas Narasimhan promised to inform U.S. regulators quickly if credible questions emerge internally over data integrity, he told investors on Monday, following data manipulation allegations involving the Swis… [+730 chars]",0.0,0.0,0.0,1473.0,0.0
the-new-york-times,The New York Times,A.O. Scott,‘Where’s My Roy Cohn?’ Review: A Fixer’s Progress,A documentary traces the life and times of a notorious lawyer whose career stretched from Joseph McCarthy to Donald J. Trump.,https://www.nytimes.com/2019/09/19/movies/wheres-my-roy-cohn-review.html,https://static01.nyt.com/images/2019/09/19/arts/19roycohn1/19roycohn1-facebookJumbo.jpg,2019-09-19T16:41:18Z,"The people who reveal the worst about Cohn are the ones who knew him best friends, family members, a former lover and a handful of colleagues. Some are well known, like Roger Stone, Cohns protégé in the dark arts of political manipulation. Others, like two of… [+604 chars]",0.0,4.0,0.0,9.0,0.0
newsweek,Newsweek,Aristos Georgiou,Milky Way's Supermassive Black Hole Seems to Be Getting Hungrier and Scientists Aren't Sure Why,"""We have never seen anything like this in the 24 years we have studied the supermassive black hole,"" researcher Andrea Ghez said.",https://www.newsweek.com/milky-way-supermassive-black-hole-scientists-1458905,https://d.newsweek.com/en/full/1526916/sagittarius.jpg,2019-09-12T13:11:29Z,"The supermassive black hole at the center of our galaxy seems to be getting hungrier and scientists aren't sure why.
In a study published in Astrophysical Journal Letters, a team of researchers from the University of California, Los Angeles (UCLA,) examined … [+2980 chars]",0.0,49.0,20.0,81.0,0.0
newsweek,Newsweek,Dan Cancian,Solheim Cup 2019 Teams: Full Team USA and Team Europe Rosters,"Team USA features six Solheim Cup rookies, while Team Europe boasts a much more experienced roster featuring just two debutants.",https://www.newsweek.com/solheim-cup-2019-teams-full-team-usa-team-europe-rosters-1458468,https://d.newsweek.com/en/full/1526222/lexi-thompson-team-usa-solheim-cup.jpg,2019-09-10T12:15:15Z,"One of the greatest events in the golfing calendar gets underway on Friday, as Team USA and Team Europe resume their biennial rivalry in the Solheim Cup.
A tournament always dripping with narratives, the 2019 instalment of the Solheim Cup carries with it new… [+2948 chars]",0.0,0.0,0.0,0.0,0.0
reuters,Reuters,Sumeet Chatterjee and Brenna Hughes Neghaiwi,Banker defections pose challenge for Credit Suisse's Thiam,The announcement by Julius Baer this week that it had hired five senior bankers from Credit Suisse underscores the challenge facing Chief Executive Tidjane Thiam as he seeks to reassure staff and investors in the wake of a spying scandal.,https://ca.reuters.com/article/businessNews/idCAKBN1WI1RO-OCABS,https://s4.reutersmedia.net/resources/r/?m=02&d=20191003&t=2&i=1436693863&w=1200&r=LYNXMPEF921AL-OCABS,2019-10-03T15:32:08Z,ZURICH/HONG KONG (Reuters) - The announcement by Julius Baer (BAER.S) this week that it had hired five senior bankers from Credit Suisse underscores the challenge facing Chief Executive Tidjane Thiam as he seeks to reassure staff and investors in the wake of … [+2916 chars],0.0,0.0,0.0,0.0,0.0
the-irish-times,The Irish Times,Andre Wheeler,Nicki Minaj announces her retirement – or is it the biggest troll of 2019?,Rapper has paved the way for other women but struggled to accept a changing industry,https://www.irishtimes.com/culture/music/nicki-minaj-announces-her-retirement-or-is-it-the-biggest-troll-of-2019-1.4009829,https://www.irishtimes.com/image-creator/?id=1.4009823&origw=1200,2019-09-06T08:07:28Z,"Nicki Minaj has announced she is quitting the music industry. Ive decided to retire &amp; have my family, the Super Bass singer wrote on Twitter. I know you guys are happy now.
The early retirement seemingly comes out of nowhere. The rapper has been prolific… [+3208 chars]",0.0,0.0,0.0,0.0,0.0
abc-news,ABC News,Ella Torres,2nd person in US dies from lung disease linked to vaping,"A second person has died after using an e-cigarette and developing a severe lung illness, officials said.",https://abcnews.go.com/US/person-us-dies-lung-disease-linked-vaping/story?id=65405350,https://s.abcnews.com/images/US/vaping-01-as-gty-190817_hpMain_16x9_992.jpg,2019-09-05T14:01:02Z,"A second person in the country has died after developing a severe lung illness that is believed to be linked to vaping, as health officials continue to grapple with the dangers of e-cigarette use and the exact cause of the deaths.
The victim, whose name and … [+1540 chars]",0.0,4290.0,2522.0,4379.0,0.0
bbc-news,BBC News,,Hamilton Academical 0-1 Celtic: Early Forrest strike edges out hosts,Celtic grind out a slender win over stubborn Hamilton Academical to maintain their 100% start at the top of the Scottish Premiership.,https://www.bbc.co.uk/sport/football/49617946,https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/171D8/production/_108808649_19280781.jpg,2019-09-14T12:55:05Z,"Forrest's early finish proved decisive
Celtic toiled to a slender win over stubborn Hamilton Academical to maintain their 100% start at the top of the Scottish Premiership.
James Forrest converted debutant Mohamed Elyounoussi's cross early in a first half d… [+2609 chars]",0.0,51.0,23.0,15.0,0.0
cbs-news,CBS News,CBS News,"""Don't Scream""","A young mom calls 911 claiming she cut her own throat in front of her estranged husband and her child-- doctors say there’s no way she did it to herself. ""48 Hours"" correspondent Erin Moriarty investigates.",https://www.cbsnews.com/video/dont-scream-1/,https://cbsnews2.cbsistatic.com/hub/i/r/2018/12/16/fc89510b-ffc5-4593-a070-cbed3292856e/thumbnail/1200x630/72f18edef82d201a66e7bc3cd295e035/dont-scream-full-1735727-640x360.jpg,2019-09-05T00:21:00Z,,0.0,0.0,0.0,0.0,0.0
the-irish-times,The Irish Times,The Irish Times,Brian O’Driscoll: Devin Toner’s World Cup omission ‘kind of beggars belief’,"‘If I was Devin Toner I’d be feeling very sorry for myself, and wondering whether it was justified’",https://www.irishtimes.com/							/sport/rugby/international/brian-o-driscoll-devin-toner-s-world-cup-omission-kind-of-beggars-belief-1.4006662	,https://www.irishtimes.com/image-creator/?id=1.4006660&origw=1200,2019-09-03T16:12:47Z,"Brian ODriscoll insists that Ireland lock Devin Toners World Cup omission beggars belief.
Former Ireland skipper ODriscoll admitted to being left nonplussed by Joe Schmidts decision to select Munsters Jean Kleyn ahead of lineout boss Toner.
Former British a… [+3329 chars]",1.0,,,,
the-irish-times,The Irish Times,Patrick Freyne,"President Trump’s Take on Me-style video shows he’s just a big, cuddly teddy bear","The US president, flickering like an alt-right Morten Harket, appears like a lovable savant",https://www.irishtimes.com/culture/tv-radio-web/president-trump-s-take-on-me-style-video-shows-he-s-just-a-big-cuddly-teddy-bear-1.4036242,https://www.irishtimes.com/image-creator/?id=1.4036238&origw=1440,2019-10-01T12:28:09Z,"A pencil drawing of Donald Trumpemerges from the white void. He is fully dressed, in his trademark suit and red crotch cloth (his tie), though, given what the film-makers are going for here, I feel as if he should be wearing nothing but a short belly top, lik… [+2775 chars]",0.0,6.0,14.0,4.0,0.0
reuters,Reuters,Reuters Editorial,Brazil's BTG Pactual says was not managing fund under investigation,"Brazilian investment bank BTG Pactual SA said it was not the manager of the Bintang fund, which is being investigated by prosecutors over allegations it had illegal access to interest rate decisions between 2010 and 2012.",https://www.reuters.com/article/brazil-corruption-btg-pactual-sa-idUSE6N23Q02H,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-10-03T15:18:12Z,"SAO PAULO, Oct 3 (Reuters) - Brazilian investment bank BTG Pactual SA said it was not the manager of the Bintang fund, which is being investigated by prosecutors over allegations it had illegal access to interest rate decisions between 2010 and 2012. 
The ba… [+225 chars]",0.0,0.0,0.0,0.0,0.0
