source_id,source_name,author,title,description,url,url_to_image,published_at,content,top_article,engagement_reaction_count,engagement_comment_count,engagement_share_count,engagement_comment_plugin_count
business-insider,Business Insider,Gregory Magana,Monzo is beta testing a 'merchant block' feature for users to limit spending,"This is an excerpt from a story delivered exclusively to Business Insider Intelligence Banking subscribers. To receive the full story plus other insights each morning, click here. UK neobank Monzo has been testing a ""merchant block"" among select beta-testing …",https://www.businessinsider.com/monzo-developing-merchant-block-control-feature-2019-9,https://amp.businessinsider.com/images/5b7abde6e361c0ab248b4c0e-960-480.jpg,2019-09-10T14:08:00Z,"UK neobank Monzo has been testing a ""merchant block"" among select beta-testing users that enables them to prevent their Monzo card from working at specific retailers, Wired reports. The tool follows the success of a similar feature, a gambling block, which th… [+3044 chars]",0.0,0.0,0.0,1.0,0.0
business-insider,Business Insider,Remi Rosmarin,Sephora’s subscription box lets you try out new beauty products for $10 per month — here's what it's like,"Beauty subscription boxes are nothing new, but as an affordable way to try new skincare and makeup products, they're super popular. Sephora recently launched PLAY!, their take on the monthly beauty box. It costs just $10 a month and includes six trial-sized s…",https://www.businessinsider.com/play-by-sephora-subscription-review,https://amp.businessinsider.com/images/5d829e542e22af09dd682bf5-960-480.jpg,2019-09-19T17:33:00Z,"Every time I walk into Sephora, I'm met with a slew of new products I have never seen before and am thus tempted to buy. But, after enough shopping trips that ended with a cart full of products that either irritated or didn't match my skin, I've learned going… [+3509 chars]",0.0,0.0,0.0,0.0,0.0
the-irish-times,The Irish Times,The Irish Times,Subscriber Only: ‘My Irish fiance thinks my family and I are bigots’,Tell Me About it: He is shocked by my political views,https://www.irishtimes.com/							/life-and-style/health-family/my-irish-fiance-thinks-my-family-and-i-are-bigots-1.4028845	,https://www.irishtimes.com/image-creator/?id=1.4028828&origw=1440,2019-10-02T05:00:00Z,"Question: I moved to Ireland four years ago to work in the IT sector. This was never meant to be a permanent move. I came here to work in a small but world-renowned company where I could hone my programming skills, which I believed would make me very attracti… [+879 chars]",1.0,,,,
reuters,Reuters,Reuters Editorial,Israel says Hezbollah plans advanced missile plant in Lebanon's Bekaa,"Israel accused Hezbollah on Tuesday of setting up a factory for precision-guided missiles in Lebanon's Bekaa valley, in a veiled warning of further possible Israeli counter-strikes after a drone attack near Beirut set off brief cross-border fighting.",https://www.reuters.com/article/us-mideast-security-lebanon-israel-idUSKCN1VO207,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-09-03T16:03:30Z,"JERUSALEM (Reuters) - Israel accused Hezbollah on Tuesday of setting up a factory for precision-guided missiles in Lebanon’s Bekaa valley, in a veiled warning of further possible Israeli counter-strikes after a drone attack near Beirut set off brief cross-bor… [+1633 chars]",0.0,0.0,0.0,3.0,0.0
cbs-news,CBS News,CBS News,Michael Bloomberg blames FDA for contributing to teen vaping epidemic,"The fight against teen vaping and flavored e-cigarettes just got a $160 million boost from Michael Bloomberg. Bloomberg Philanthropies revealed Tuesday morning that it's funding a new program aimed at ending the epidemic of vaping, following a new study that …",https://www.cbsnews.com/video/michael-bloomberg-blames-fda-for-contributing-to-teen-vaping-epidemic/,https://cbsnews1.cbsistatic.com/hub/i/r/2019/09/10/182ea71a-41c6-45ec-accb-8774cf3d56ad/thumbnail/1200x630/4a3333e5c6701394bbbed900aa50c44c/0910-ctm-bloombergannouncementqa-bloomberg-1930434-640x360.jpg,2019-09-10T16:04:32Z,,0.0,1.0,0.0,13.0,0.0
newsweek,Newsweek,Sophia Waterfield,"Mexican Independence Day: History, Quotes, How to Celebrate",Mexican Independence Day marks the anniversary of the Grito de Dolores in 1810.,https://www.newsweek.com/mexican-independence-day-history-quotes-how-celebrate-1458769,https://d.newsweek.com/en/full/1526720/mexican-independence-day-2019.jpg,2019-09-12T04:01:01Z,"Mexican Independence Day, also known as El Grito, takes place on September 16, 2019, and is an annual celebration of the start of Mexico's War for Independence.
Newsweek takes a look at the history behind the day, famous quotes and where the best places are … [+6839 chars]",0.0,0.0,0.0,3.0,0.0
abc-news,ABC News,Joohee Cho,"North Korea fires ballistic missile from submarine, South Korea confirms","Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",https://abcnews.go.com/International/north-korea-fires-ballistic-missile-submarine-south-korea/story?id=65998968,https://s.abcnews.com/images/International/north-korea-gty-ml-191002_hpMain_16x9_992.jpg,2019-10-02T11:54:00Z,"North Korea fired a ballistic missile towards the East Sea Wednesday morning near the waters off the coastal town of Wonsan, South Koreas Joint Chiefs of Staff confirmed to ABC NEWS.
Interested in North Korea?
Add North Korea as an interest to stay up to da… [+2290 chars]",1.0,651.0,274.0,312.0,0.0
the-irish-times,The Irish Times,Tim O'Brien,Cork man (30s) drowns while on walking trip in Spain,Department of Foreign Affairs is providing consular assistance,https://www.irishtimes.com/news/ireland/irish-news/cork-man-30s-drowns-while-on-walking-trip-in-spain-1.4032771,https://www.irishtimes.com/image-creator/?id=1.4032770&origw=1224,2019-09-27T15:48:10Z,"An Irishman has died in what is being seen as a freak accident in Spain. 
The man who was in his 30s and from Cork was walking the Santiago de Compostela pilgrim route in northern Spain at the time. 
The Department of Foreign Affairs said it was aware of th… [+410 chars]",0.0,0.0,0.0,0.0,0.0
bbc-news,BBC News,,WSL: Reading Women 0-2 Man City Women highlights,Watch highlights as Pauline Bremer narrowly misses out on a hat-trick in Manchester City's 2-0 win over Reading in the Women's Super League.,https://www.bbc.co.uk/sport/av/football/49709110,https://m.files.bbci.co.uk/modules/bbc-morph-sport-page/3.3.2/images/bbc-sport-logo.png,2019-09-15T14:11:20Z,,0.0,23.0,0.0,2.0,0.0
the-new-york-times,The New York Times,Alex Marshall,Is This the World’s Most Accessible Museum?,"Those without disabilities might not notice the innovations, but a museum in London is winning plaudits for its design and content.",https://www.nytimes.com/2019/09/06/arts/design/disabled-access-wellcome-collection.html,https://static01.nyt.com/images/2019/09/06/arts/06wellcome1/06wellcome1-facebookJumbo.jpg,2019-09-06T15:24:05Z,"Tate later apologized to Ms. OConnor. A spokeswoman for Mr. Eliasson said in an email that he was unavailable for comment as he was in Iceland documenting glaciers.
Earlier this year in Manchester, England, there was a furor around a public monument to celeb… [+1193 chars]",0.0,6.0,0.0,19.0,0.0
the-irish-times,The Irish Times,,Year of the Drench – Frank McNally channels the 1798 invaders on a damp trek through Mayo,"The Mayo village of Lahardane is not the most auspicious place to start a journey. It is now and forever associated with a group of young emigrants who in 1912 left from here to board the Titanic. Eleven died in the disaster, and Lahardane now commemorates th…",https://www.irishtimes.com/opinion/year-of-the-drench-frank-mcnally-channels-the-1798-invaders-on-a-damp-trek-through-mayo-1.4014037,https://www.irishtimes.com/image-creator/?id=1.4014036&origw=1200,2019-09-10T17:20:00Z,"The Mayo village of Lahardane is not the most auspicious place to start a journey. It is now and forever associated with a group of young emigrants who in 1912 left from here to board the Titanic.  Eleven died in the disaster, and Lahardane now commemorates t… [+293 chars]",0.0,1.0,0.0,1.0,0.0
business-insider,Business Insider,Grace Panetta,People are mocking Trump for displaying an altered map of Hurricane Dorian with hilarious #SharpieGate memes,The Internet ruthlessly mocked President Donald Trump with the hashtag #SharpieGate for posing with NOAA map altered with a Sharpie to wrongly show Hurricane Dorian's trajectory passing by Alabama. Trump has spent the last several days doubling down on a base…,https://www.businessinsider.com/sharpiegate-memes-mock-hurricane-dorian-map-altered-with-sharpie-2019-9,https://amp.businessinsider.com/images/5bef3167da27f853ad76074c-750-375.jpg,2019-09-05T14:27:10Z,"The Internet ruthlessly mocked President Donald Trump with the hashtag #SharpieGate after an official NOAA forecast appeared to have been altered with a Sharpie to incorrectly show Hurricane Dorian's trajectory passing by Alabama. 
 Trump has spent the last … [+1625 chars]",0.0,804.0,423.0,162.0,0.0
bbc-news,BBC News,,Australia on top in final Ashes Test despite Buttler's battling half-century,Jos Buttler's belligerent half-century rallies England following another familiar batting collapse on the first day of the fifth and final Ashes Test.,https://www.bbc.co.uk/sport/cricket/49674525,https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/122B1/production/_108771447_marsh.jpg,2019-09-12T17:41:13Z,"Media playback is not supported on this device
Root out for 57 as Cummins bowls him again
<table><tr><th>Men's Ashes: England v Australia, fifth Specsavers Test (day one of five)</th></tr>
<tr><td>England 271-8: Buttler 64*, Root 57, M Marsh 4-35</td></tr>… [+4552 chars]",0.0,300.0,114.0,41.0,0.0
the-irish-times,The Irish Times,Tim O'Brien,"Disadvantaged communities ‘want change, not charity’",Report documents widespread discrimination on socio-economic grounds,https://www.irishtimes.com/news/ireland/irish-news/disadvantaged-communities-want-change-not-charity-1.4024048,https://www.irishtimes.com/polopoly_fs/1.4024047.1568910366!/image/image.jpg,2019-09-19T16:26:19Z,"People are well intentioned and they want to help. But they are offering charity not change. 
So speaks Paul Uzell a community worker with the organisation All together in Dignity Ireland.
With first hand experience of growing up in a north Dublin community… [+2784 chars]",0.0,0.0,0.0,1.0,0.0
abc-news,ABC News,The Associated Press,Sand from ship channel dredging improves Galveston beaches,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",https://abcnews.go.com/Travel/wireStory/sand-ship-channel-dredging-improves-galveston-beaches-65902548,,2019-09-27T14:48:26Z,"Dredging of the Galveston Ship Channel has provided sand to improve four blocks of Galveston beaches.
The Galveston County Daily news reports crews have largely finished the Babe's Beach extension in a nearly $21 million effort. The Galveston Park Board of T… [+640 chars]",0.0,0.0,0.0,0.0,0.0
the-new-york-times,The New York Times,David Montgomery,"A Dying Town, a Crumbling Hotel and the Water That Could Restore Both","Business leaders in Mineral Wells, Tex., are rallying behind a $65 million renovation plan to reopen the Baker Hotel and cement a downtown revitalization.",https://www.nytimes.com/2019/09/10/business/a-dying-town-a-crumbling-hotel-and-the-water-that-could-restore-both.html,https://static01.nyt.com/images/2019/09/10/business/10BAKERHOTEL-01/merlin_158381955_993b7578-6461-40bb-aae9-f58d2c08c735-facebookJumbo.jpg,2019-09-10T13:00:12Z,"The Baker project is the capstone in revitalization efforts that Mr. Nix began spearheading several years ago. Without a vibrant downtown, he said, any effort to reopen the Baker was likely to face the same fate as past unsuccessful attempts to bring the hote… [+1173 chars]",0.0,201.0,22.0,74.0,0.0
abc-news,ABC News,The Associated Press,Spanish edition of 'When the Crawdads Sing' out next month,"Delia Owens' 'When the Crawdads Sing,' the million-selling novel about a young girl in a North Carolina coastal marsh, is coming out in the U.S. in a Spanish-language edition",https://abcnews.go.com/Entertainment/wireStory/spanish-edition-crawdads-sing-month-65480123,,2019-09-09T11:01:47Z,"Delia Owens' ""When the Crawdads Sing,"" the million-selling novel about a young girl's life in a North Carolina coastal marsh, is coming out in the U.S. in a Spanish-language edition.
Vintage Espanol, a Penguin Random House imprint, announced Monday that ""La … [+524 chars]",0.0,0.0,0.0,0.0,0.0
newsweek,Newsweek,Dan Cancian,"NFL Monday Night Football: Where to watch Houston Texans vs. New Orleans Saints, TV Channel, Live Stream, Odds",The Steelers begin their defense of the NFC South title when they take on the Texans in New Orleans Monday night.,https://www.newsweek.com/nfl-2019-monday-night-football-schedule-houston-texans-new-orleans-saints-tv-channel-stream-1457649,https://d.newsweek.com/en/full/1524995/drew-brees-alvin-kamara-new-orleans-saints.jpg,2019-09-09T10:00:01Z,"The New Orleans Saints' quest for a first trip to the Super Bowl in a decade begins at home on Monday night, when they host the Houston Texans.
New Orleans won a second consecutive divisional title last season and was one missed passed interference call away… [+4194 chars]",0.0,0.0,0.0,0.0,0.0
bbc-news,BBC News,BBC News,Johnson rejects leaks over Irish border plan,"The PM tells the BBC a series of customs posts away from the border is ""not what we're proposing at all"".",http://www.bbc.co.uk/news/uk-politics-49890199,https://ichef.bbci.co.uk/news/1024/branded_news/B7E1/production/_109037074_e0c86303-69ec-41d6-96fb-694b1cd9ae51.jpg,2019-10-01T07:51:41Z,"Image copyrightGetty Images
Boris Johnson has rejected leaked claims overnight that the government has proposed ""customs clearance zones"" to tackle the Irish border issue. 
Government sources told the BBC it had prepared the legal text of an updated Brexit … [+2550 chars]",1.0,0.0,0.0,0.0,0.0
reuters,Reuters,Reuters Editorial,UK prepared to be 'very flexible' on issue of customs checks in Ireland: PM Johnson,"Britain is prepared to be ""very flexible"" to solve the problem of post-Brexit customs checks on the island of Ireland, Prime Minister Boris Johnson said on Tuesday.",http://feeds.reuters.com/~r/reuters/topNews/~3/DC_RNj809kU/uk-prepared-to-be-very-flexible-on-issue-of-customs-checks-in-ireland-pm-johnson-idUSKBN1WG4C7,https://s4.reutersmedia.net/resources/r/?m=02&d=20191001&t=2&i=1435941533&w=1200&r=LYNXMPEF9033T,2019-10-01T16:08:20Z,"MANCHESTER, England (Reuters) - Britain is prepared to be “very flexible” to solve the problem of post-Brexit customs checks on the island of Ireland, Prime Minister Boris Johnson said on Tuesday. 
“If you can have Northern Ireland as part of a UK customs un… [+535 chars]",1.0,0.0,0.0,791.0,0.0
cnn,CNN,"AJ Willingham, CNN",This wiggly robotic fish could be used as an underwater spy,"The creation of Tunabot was led by a team from the University of Virginia, and the wiggly little guy could help us learn more about the mechanics of fish movement. If all goes well, Tunabots could also be used for things like underwater surveillance.",https://www.cnn.com/2019/09/19/tech/tuna-robot-tunabot-fish-scn-trnd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/190919105958-yellowfin-tuna-stock-super-tease.jpg,2019-09-19T15:27:20Z,"(CNN)Oh, this guy? Don't mind him, he's just a normal fish, blending in with his normal fish friends. He's definitely not a robotic yellowfin tuna designed to mimic unique swimming movements. 
The creation of Tunabot was led by a team from the University of … [+1444 chars]",0.0,0.0,0.0,11.0,0.0
bbc-news,BBC News,,2019/10/03 12:00 GMT,The latest five minute news bulletin from BBC World Service.,https://www.bbc.co.uk/programmes/w172wy0jrg6jw3m,https://ichef.bbci.co.uk/images/ic/1200x675/p060dh18.jpg,2019-10-03T12:06:00Z,The latest five minute news bulletin from BBC World Service.,0.0,0.0,0.0,0.0,0.0
cbs-news,CBS News,CBS News,"Hillary Clinton: Trump's actions fall under ""high crimes and misdemeanors""","Shortly before House Speaker Nancy Pelosi announced a formal impeachment inquiry this week, Hillary Clinton told “CBS Sunday Morning” she believes President Trump's actions fall under the definition of what the founders had in mind when they created the proce…",https://www.cbsnews.com/video/hillary-clinton-trumps-actions-fall-under-high-crimes-and-misdemeanors/,https://cbsnews1.cbsistatic.com/hub/i/r/2019/09/27/25c0fe6a-27b0-44de-8f3c-083b964e5e2b/thumbnail/1200x630/ccdb34f44707021fe924ab679022a622/0927-ctm-clintonimpeachment-clintonsot-1941575-640x360.jpg,2019-09-27T11:30:31Z,,0.0,6.0,8.0,9.0,0.0
abc-news,ABC News,The Associated Press,"Congo: Confirmed Ebola deaths near 2,000, cases over 3,000","Congo's National Ebola Response Committee says that confirmed Ebola cases in the east have exceeded 3,000, as confirmed deaths are nearing 2,000",https://abcnews.go.com/Health/wireStory/congo-confirmed-ebola-deaths-2000-cases-3000-65611209,https://s.abcnews.com/images/Health/WireAP_f209446112fd4fc6beeef21653d4584e_16x9_992.jpg,2019-09-14T13:03:27Z,"Congo's National Ebola Response Committee says confirmed Ebola deaths in the east of the sprawling African nation are nearing 2,000 and confirmed cases of the virus have exceeded 3,000.
The committee released the latest numbers Friday after a discussion in G… [+602 chars]",1.0,1.0,0.0,5.0,0.0
the-irish-times,The Irish Times,Gavin Cummiskey,Captain Johnny Sexton confirms he is fit to kick at goal,The Misaki is like playing rugby inside a sauna and water breaks will be allowed,https://www.irishtimes.com/sport/rugby/captain-johnny-sexton-confirms-he-is-fit-to-kick-at-goal-1.4036027,https://www.irishtimes.com/image-creator/?id=1.4036026&origw=1440,2019-10-01T07:41:40Z,"Johnny Sexton will captain Ireland for the first time against Russia inside the sweltering Kobe Misaki stadium on Thursday evening.
Its a massive honour, said the Leinster captain. I spoke to Joe this morning so I only found out myself over the last few hour… [+3667 chars]",0.0,5.0,2.0,1.0,0.0
reuters,Reuters,Nick Brown,'Everything is gone:' Bahamians stunned in Dorian's wake,"Stunned residents of the Bahamas surveyed the wreckage of their homes and officials struggled to assess the number killed by Hurricane Dorian, as the storm bore down on the South Carolina coast on Thursday, threatening record flooding.",http://feeds.reuters.com/~r/reuters/topNews/~3/2uxgV57HBXo/everything-is-gone-bahamians-stunned-in-dorians-wake-idUSKCN1VQ0V3,https://s2.reutersmedia.net/resources/r/?m=02&d=20190905&t=2&i=1426572689&w=1200&r=LYNXNPEF841H3,2019-09-05T16:12:02Z,"NASSAU, Bahamas (Reuters) - Stunned residents of the Bahamas surveyed the wreckage of their homes and officials struggled to assess the number killed by Hurricane Dorian, as the storm bore down on the South Carolina coast on Thursday, threatening record flood… [+4418 chars]",1.0,25.0,5.0,3220.0,0.0
al-jazeera-english,Al Jazeera English,Elsie Eyakuze,"Rest in peace, Robert Mugabe: Hero, villain, human",Robert Mugabe helped build Zimbabwe and helped destroy it.,https://www.aljazeera.com/indepth/opinion/rest-peace-robert-mugabe-hero-villain-human-180413121700120.html,https://www.aljazeera.com/mritems/Images/2018/4/13/30dc7d35bfa74fd2b115dd260f9be2b0_18.jpg,2019-09-06T09:32:24Z,"Robert Mugabe has died. May he rest in peace. 
He was one of the engineers who built the foundations of modern-day Zimbabwe. 
If you ever get the chance, please visit Zimbabwe. It is home to music and fields of maize for as far as the eye can see. There are… [+5223 chars]",0.0,2787.0,638.0,442.0,0.0
cbs-news,CBS News,CBS News,Austria plants 300 trees in a football stadium,"In Austria, a real football stadium has gone back to nature. Three hundred trees have been planted on the pitch in the town of Klagenfurt to highlight the fragility of our natural world. The creator, Klaus Littmann, was inspired by looking at a 1972 dystopian…",https://www.cbsnews.com/video/austria-plants-300-trees-in-a-football-stadium/,https://cbsnews1.cbsistatic.com/hub/i/r/2019/09/07/f2712d7d-6fd1-4eb2-b288-6dedccf0fd8f/thumbnail/1200x630/5251d148f28b69e33ef3a805247d5633/0907-satmo-austriaforests-miller-1928504-640x360.jpg,2019-09-07T12:15:32Z,,0.0,1.0,0.0,9.0,0.0
cnn,CNN,"Lisa Respers France, CNN",Justin Bieber shares use of 'heavy drugs' in revealing post,Justin Bieber has once again turned to social media to get real about his life.,https://www.cnn.com/2019/09/03/entertainment/justin-bieber-drug-use-trnd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/190903072953-01-justin-bieber-0829-restricted-super-tease.jpg,2019-09-03T12:17:48Z,,0.0,731.0,282.0,255.0,0.0
abc-news,ABC News,The Associated Press,The Latest: PM says Iraq territory not used in Saudi attacks,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",https://abcnews.go.com/International/wireStory/latest-pm-iraq-territory-saudi-attacks-65621795,https://s.abcnews.com/images/International/WireAP_17d014e8185c493e838fb05bb3b13410_16x9_992.jpg,2019-09-15T09:21:42Z,"The Latest on the tensions in the Persian Gulf a day after Iran-backed Yemeni rebels attacked major oil sites in Saudi Arabia (all times local):
1:15 p.m.
Iraq is denying that its country was the site from where Yemeni-rebel drones were launched to attack S… [+1369 chars]",0.0,0.0,0.0,4.0,0.0
newsweek,Newsweek,Benjamin Fearnow,"Americans Trust Their 'Own Observations' on Climate Change Over Scientists, Metorologists: Poll","More Americans said they trust their own observations on climate change compared to 78 percent who say they trust scientists, while fewer than half trust the U.S. government.",https://www.newsweek.com/climate-change-humans-cause-poll-trust-information-stats-scientists-survey-meteorologists-prediction-1459313,https://d.newsweek.com/en/full/1524689/dnc-protest-climate-change-debate-2020-democrats.jpg,2019-09-15T15:30:02Z,"Seventy-nine percent of Americans say they trust their own observations on climate change compared to 78 percent who say they trust scientists and fewer than half who trust the U.S. government.
A majority of Americans, 56 percent, say humans should address c… [+3332 chars]",0.0,76.0,107.0,19.0,0.0
abc-news,ABC News,The Associated Press,Death toll now 6 in torrential rains in southeastern Spain,"Authorities say that record rainfall in southeastern Spain have claimed the lives of two more victims, taking the death toll to six from the storms that have flooded roads and towns",https://abcnews.go.com/International/wireStory/death-toll-now-torrential-rains-southeastern-spain-65611278,https://s.abcnews.com/images/International/WireAP_750457eb739e4020abaaa4317e906b7a_16x9_992.jpg,2019-09-14T13:18:26Z,"Authorities say record rainfall in southeastern Spain has claimed two more lives, taking the death toll to six from the storms that have flooded roads and towns.
A fifth victim was found late on Friday night by police in the village of Redován. News agency E… [+524 chars]",0.0,0.0,0.0,3.0,0.0
the-wall-street-journal,The Wall Street Journal,"Lingling Wei, Chao Deng",China Seeks to Narrow Trade Talks With U.S. in Bid to Break Deadlock,Beijing is looking to put thornier national-security issues on a separate track,https://www.wsj.com/articles/china-seeks-to-narrow-trade-talks-with-u-s-in-bid-to-break-deadlock-11568284169?mod=hp_lead_pos2,https://images.wsj.net/im-106476/social,2019-09-12T10:29:00Z,"BEIJINGChina is looking to narrow the scope of its negotiations with the U.S. to only trade matters, putting thornier national-security issues on a separate track in a bid to break deadlocked talks with the U.S.Chinese officials are hoping that such an approa… [+6886 chars]",1.0,45.0,29.0,80.0,0.0
bbc-news,BBC News,,Kilmarnock 2-0 Hibernian: Hibs without a win since opening day,Goals from Liam Millar and Mohamed El Makrini leave Paul Heckingbottom's side without a win since the opening day.,https://www.bbc.co.uk/sport/football/49617943,https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/4BDD/production/_108812491_19281672.jpg,2019-09-14T15:59:40Z,"Mohamed El Makrini's goal added some gloss to the scoreline for Angelo Alessio's side
Pressure continues to mount on Hibernian head coach Paul Heckingbottom as his side slipped to a 2-0 Scottish Premiership defeat at Kilmarnock.
Hibs had by far the better o… [+564 chars]",0.0,0.0,0.0,1.0,0.0
abc-news,ABC News,ABC News,WATCH: Man wades through flooded home as Dorian batters the Bahamas,A Freeport man walked through knee-deep water in his home as storm surge from Hurricane Dorian flooded the island.,https://abcnews.go.com/International/video/man-wades-flooded-home-dorian-batters-bahamas-65359505,https://s.abcnews.com/images/International/190903_abc_social_freeport_flood_hpMain_16x9_992.jpg,2019-09-03T16:19:13Z,"<li>Now Playing: Hurricane Dorian, Mont Blanc Ultra Trail race, JOuvert Festival: World in Photos
</li><li>Now Playing: Hurricane Dorian effects being felt in Florida
</li><li>Now Playing: Man wades through flooded home as Dorian batters the Bahamas
</li><… [+1211 chars]",0.0,0.0,0.0,5.0,0.0
bbc-news,BBC News,BBC News,'Astronaut' explores India potholes,Spoof video of an 'astronaut' exploring 'craters' makes a point about roads in a South Indian city.,http://www.bbc.co.uk/news/world-asia-india-49561477,https://ichef.bbci.co.uk/news/1024/branded_news/F315/production/_108592226_p07m99st.jpg,2019-09-03T05:19:25Z,,1.0,0.0,0.0,0.0,0.0
business-insider,Business Insider,Antonio Villas-Boas,"Google Maps is still pointing people who search for abortion clinics to anti-abortion groups, a new report found (GOOG, GOOGL)","In 2018, it was found that Google Maps delivered inaccurate results for people searching for abortion clinics in certain areas, often leading them to centers that don't offer abortions, and even to anti-abortion organizations, according to a February Gizmodo …",https://www.businessinsider.com/google-maps-abortion-clinic-searches-anti-abortion-results-report-2019-9,https://amp.businessinsider.com/images/5d72cac02e22af3a9f561e03-1536-768.jpg,2019-09-07T12:30:00Z,"In areas where there are no abortion clinics, Google Maps isn't leading people who search for abortion clinics to the nearest center that performs the procedure. 
 Instead, Google Maps often directs people to centers that don't offer abortions, and some of t… [+1898 chars]",0.0,55.0,16.0,15.0,0.0
reuters,Reuters,Reuters Editorial,U.S. Treasury sanctions chief Mandelker leaving for private sector,"Sigal Mandelker, the U.S. Treasury official who oversaw the Trump administration's aggressive use of sanctions as a foreign policy tool, has resigned to return to the private sector, the U.S. Treasury secretary said on Wednesday.",https://www.reuters.com/article/us-usa-treasury-sanctions-idUSKBN1WH1Z0,https://s3.reutersmedia.net/resources/r/?m=02&d=20191002&t=2&i=1436312569&w=1200&r=LYNXMPEF911BJ,2019-10-02T16:32:48Z,"WASHINGTON (Reuters) - Sigal Mandelker, the U.S. Treasury official who oversaw the Trump administration’s aggressive use of sanctions as a foreign policy tool, has resigned to return to the private sector, the U.S. Treasury secretary said on Wednesday. 
Secr… [+918 chars]",0.0,1.0,0.0,5.0,0.0
bbc-news,BBC News,,Rugby World Cup 2019: Gordon Reid on his Scotland team-mates,Gordon Reid gives BBC Scotland the lowdown on the big characters inside Scotland's World Cup dressing room,https://www.bbc.co.uk/sport/rugby-union/49628405,https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/5CAF/production/_108872732_untitledcollage-10.jpg,2019-09-19T14:23:51Z,"Gordon Reid
<table><tr><th>Rugby World Cup 2019 Pool A: Ireland v Scotland</th></tr>
<tr><td>Venue: International Stadium, Yokohama Date: Sunday, 22 September Kick-off: 08:45 BST</td></tr><tr><td>Coverage: Live on BBC Radio Scotland &amp; BBC Radio 5 live, … [+4389 chars]",0.0,0.0,0.0,3.0,0.0
the-new-york-times,The New York Times,By Jen Gunter,Treating the Incredible Shrinking Vagina,"What is “vaginal atrophy,” and how can you stop it?",https://www.nytimes.com/2019/09/19/well/treating-the-incredible-shrinking-vagina.html,https://static01.nyt.com/images/2019/10/14/multimedia/14ask-atrophy/14ask-atrophy-facebookJumbo.jpg,2019-09-19T14:00:02Z,"As estrogen is crucial to maintaining the bacterial colonies of the vagina, there can also be a change in the type of bacteria, which can lead some women to notice a change in their typical smell. 
As many as 15 percent of women report symptoms of G.S.M. dur… [+2311 chars]",0.0,10.0,7.0,16.0,0.0
newsweek,Newsweek,Brendan Cole,Democrat Contender Andrew Yang Crowd Surfs at 2020 Election Event: 'Now This is What I Call a Blue Wave',"Democrat contender was addressing a forum in Costa Mesa, California, aimed at energizing Asian American and Pacific Islander communities.",https://www.newsweek.com/andrew-yang-election-2020-yanggang-crowdsurfing-1458232,https://d.newsweek.com/en/full/1525928/andrew-yang.jpg,2019-09-09T09:12:49Z,"Democrat contender for 2020, Andrew Yang has brandished his credibility among the youth vote by sharing a video of him crowd-surfing in a room of supporters.
The 44-year-old entrepreneur tweeted the video of him at the AAPI Democratic Presidential Forum in C… [+2552 chars]",0.0,24.0,6.0,19.0,0.0
the-new-york-times,The New York Times,Bret Stephens,How Vladimir Putin Falls,"A dictator meets an opponent he can’t co-opt, corrupt, calumniate, cow or coerce.",https://www.nytimes.com/2019/09/06/opinion/putin-russia.html,https://static01.nyt.com/images/2019/09/06/opinion/06stephensWeb/06stephensWeb-facebookJumbo.jpg,2019-09-07T00:46:19Z,"But Putin also need to beware. Dictatorships fall not only when they have implacable opponents but also exemplary victims: Steve Biko in South Africa, Benigno Aquino in the Philippines, Jerzy Popieluszko in Poland. Through their deaths, they awakened the livi… [+1978 chars]",0.0,386.0,47.0,396.0,0.0
the-new-york-times,The New York Times,John Koblin,Can the Kings Be TV’s Next Super Producers?,"The new CBS thriller “Evil” represents a big step for the showrunners Michelle and Robert King, who have yet to find a hit outside the “Good Wife” universe.",https://www.nytimes.com/2019/09/10/arts/television/cbs-evil-robert-michelle-king.html,https://static01.nyt.com/images/2019/09/15/arts/15new-evil1/15new-kings1-facebookJumbo.jpg,2019-09-19T16:49:47Z,"Whatever the disagreement, just dont call it an argument.
Its been a discussion, Robert said. And I wanted characters who had very different points of view on these subjects to be able to listen to each other respectfully, and they do throughout the series.
… [+1249 chars]",0.0,232.0,37.0,24.0,0.0
bbc-news,BBC News,BBC News,Teen held in fatal stabbing that bystanders filmed,"Police say many bystanders recorded the attack, posting clips to social media, but none intervened.",http://www.bbc.co.uk/news/world-us-canada-49758181,https://ichef.bbci.co.uk/news/1024/branded_news/970B/production/_108876683_khaseenmorris.jpg,2019-09-19T17:45:11Z,"Image copyrightNassau County Police Image caption
 Khaseen Morris, 16, died overnight from a single stab wound
A New York teenager has been charged with the fatal stabbing of a 16-year-old boy whom bystanders filmed bleeding to death. 
Tyler Flach, 18, is … [+2150 chars]",1.0,0.0,0.0,0.0,0.0
